scu,jurisdiction,file,owner,latitude,longitude,address,county,pole height,pole height comment,primary power,primary power comment,secondary power,secondary power comment,fiber dist panel,fiber dist panel comment,ac load panel,ac load panel comment,street sign,street sign comment,shroud,shroud comment,antenna,antenna comment,analysis_id
417352,CHICAGO CITY,CHPH34060_471352_As-Built-Node_NAT_Redline.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d779f8892d9346eb47a7
434427,CHICAGO,CHPH34197_Elevation_NAT_Reviewed_As_Built.pdf,COMED,"41' 53' 53.88"" (41.898299)","-87 44' 18.82"" (-87.73856)",976 N KILBOURN AVE,XXXX,38.38,,37.33,,,,11.75,,14.7,,,,14.69,,44.92,,6104d4c1f8892d9346eb4788
469311,CHICAGO CITY,CHPH30011_SCU-469311_NAT_Reviewed_Redline-Node.pdf,XXXX,"42' 01' 0.77"" N (42.016881)","87' 40' 25.01"" W (-87.673615)",7440 N. ROGERS AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104cbd8f8892d9346eb4715
469312,CHICAGO CITY,CHPH30012_SCU-469312_NAT_Reviewed_Redline-Node.pdf,XXXX,"42' 00' 58.35"" N (42.016208)","87º 40' 30.22"" W (-87.675061)",7407 N. ROGERS AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104bf9ef8892d9346eb4682
469314,CHICAGO,CH2200BA_81LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,42.014323,-87.672252,7321 N PAULINA ST,XXXX,38.75,,39.04,,,,17.02,,14.85,,,,16.29,,45.0,,6104bac1f8892d9346eb4645
469316,CHICAGO CITY,CH2351BA_81LAB_Elevation_NAT_Reviewed_As_Built.pdf,XXXX,"42' 00' 36.60"" N (42.010166)","87º 40' 12.10"" W (-87.670029)",7035 N. ASHLAND AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104caa6f8892d9346eb4706
469319,CHICAGO,CH1537BA_51LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,42.002106,-87.673812,1731 W WALLEN AVE,XXXX,39.58,,39.92,,,,18.83,,16.65,,9.0,,18.15,,46.08,,6104d32cf8892d9346eb4775
469320,CHICAGO,CH2300BA_11LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,42.017171,-87.678371,1920 W FARGO AVE,XXXX,33.79,,33.54,,,,17.79,,15.56,,11.54,,17.02,,40.5,,6104c6ecf8892d9346eb46dc
469323,CHICAGO CITY,CHPH30057_SCU-469323_NAT_Reviewed_Redline-Node.pdf,XXXX,"42' 01' 09.23"" N (42.019231)","87º 42' 00.23"" W (-87.700065)",2811 HOWARD ST.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104d100f8892d9346eb4759
469329,CHICAGO CITY,CH2281BA_61LAB_Elevation_As_Built.pdf,XXXX,"42' 00' 02.99"" N (42.000830)","87º 41' 23.43"" W (-87.689840)",6540 N. WESTERN AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104ca78f8892d9346eb4704
469330,CHICAGO,CHPH30083_469330_Elevation_NAT_Reviewed_As_Built.pdf,COMED,9999,9999,XXXX,XXXX,32.62,,,,,,13.04,,14.98,,,,14.9,,38.92,,6104b3daf8892d9346eb45e9
469333,CHICAGO CITY,CHPH30095_SCU-469333_Redlines-Node.pdf,XXXX,"42' 00' 55.31"" N (42.015365)","87º 40' 36.54"" W (-87.676816)",7368 N. ROGERS AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104b060f8892d9346eb45bd
469336,CHICAGO,CH1537BA_91LAB_Elevation_NAT_Approved_As_Built.pdf,COMED,41.996909,-87.674196,1762 W HIGHLAND AVE,XXXX,37.83,,38.25,,,,18.96,,16.77,,,,18.23,,44.17,,6104afd3f8892d9346eb45b7
469338,CHICAGO CITY,CHPH30116_469338_Redline-Node.pdf,XXXX,"41' 59' 12.73"" N (41.986870)","87º 39' 54.40"" W (-87.665110)",5806 N. GLENWOOD AVE.,XXXX,34.5,,,,,,,,,,,,29.0,,,,6104bd14f8892d9346eb4660
469343,CHICAGO,CHPH30130_469343_REDLINE-NODE.pdf,COMED,9999,9999,XXXX,XXXX,35.54,,33.54,,,,17.42,,15.23,,,,16.69,,39.67,,6104b5e2f8892d9346eb4608
469344,CHICAGO CITY,CHPH30133_SCU-469344_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 59' 25.39"" N (41.990387)","87 41' 30.99"" W (-87.691942)",2466 W. PETERSON AVE,XXXX,,,,,,,23.5,,,,,,,,29.48,,6104d147f8892d9346eb475c
469345,CHICAGO,CH1412BA_61LAB_Elevation_As_Built.pdf,COMED,41.984768,-87.696958,5686 N WASHTENAW AVE,XXXX,38.42,,31.5,,,,17.67,,14.96,,,,16.94,,45.5,,6104d2c8f8892d9346eb476e
469346,CHICAGO,CH1412BA_71LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,41.984530,-87.693708,2569 W HOLLYWOOD AVE,XXXX,33.71,,33.62,,,,18.0,,15.81,,,,17.27,,40.5,,6104ca04f8892d9346eb46fe
469347,CHICAGO CITY,CHPH30143_SCU-469347_NAT_Revieweid_Redline-Node.pdf,XXXX,"41' 59' 13.66"" N (41.987128)","87 41' 22.82"" W (-87.689673)",5808 N WESTERN AVE.,XXXX,,,,,,,23.5,,,,,,,,29.48,,6104d81ff8892d9346eb47af
469348,CHICAGO,CHPH30145_SCU-469348_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,36.25,,33.79,,,,17.33,,15.15,,,,16.6,,40.5,,6104d1e7f8892d9346eb4764
469352,CHICAGO CITY,CHPH30181_SCU-469352_Redlines-Node.pdf,XXXX,"41' 58' 08.81"" N (41.969115)","87º 39' 27.87"" W (-87.657743)",1100 W. LAWRENCE AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104ca14f8892d9346eb46ff
469366,CHICAGO,CHPH30249_SCU-469366_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.54,,33.5,,,,10.25,,12.19,,,,12.1,,39.75,,6104caddf8892d9346eb4709
469369,CHICAGO,CH2218BA_61LAB_Elevation_As_Built.pdf,COMED,41.949303,-87.749546,4859 W GRACE ST,XXXX,34.0,,34.29,,,,16.12,,13.94,,,,24.44,,,,6104bd81f8892d9346eb4665
469370,CHICAGO,CHPH30375_SCU-469370_Redlines-Node.pdf,COMED,41.943489,-87.751428,4944 W NEWPORT AVE,XXXX,34.04,,,,,,17.08,,14.77,,,,16.35,,40.67,,6104cb16f8892d9346eb470c
469371,CHICAGO,CHPH30395_SCU-469371_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.33,,,,,,15.67,,14.23,,,,15.69,,40.17,,6104b64ff8892d9346eb460e
469374,CHICAGO,CH1416BA_21LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,41.936957,-87.740014,4514 W BARRY AVE,XXXX,38.58,,39.0,,,,15.88,,13.69,,,,15.15,,45.08,,6104bfb7f8892d9346eb4683
469375,CHICAGO,CHPH30403_469375_NAT_Reviewed_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,42.88,,40.83,,,,15.92,,13.71,,,,15.19,,49.08,,6104c0c5f8892d9346eb468f
469378,CHICAGO,CH1416BA_61LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,41.930015,-87.740269,4520 W SCHUBERT AVE _,XXXX,33.42,,29.21,,,,17.92,,15.73,,,,17.19,,35.33,,6104daa4f8892d9346eb47ce
469380,CHICAGO,CHPH30562_SCU-469380_Redlines-Node.pdf,COMED,41.951906,-87.729953,4114 W BYRON ST,XXXX,38.33,,36.25,,,,9.75,,11.69,,,,11.6,,44.67,,6104d06ef8892d9346eb4751
469383,CHICAGO,CHPH30085_SCU-469383_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.0,,33.0,,,,9.0,,11.6,,,,11.52,,39.08,,6104d292f8892d9346eb476b
469384,CHICAGO CITY,CHPH30115_SCU-469384_NAT_Redlined_As-Built.pdf,XXXX,"41' 59' 16.73"" N (41.987981)","87º 40' 01.32"" W (-87.667033)",5827 N. RIDGE BLVD.,XXXX,34.5,,,,,,,,,,,,29.0,,,,6104c70ff8892d9346eb46dd
469388,CHICAGO,CHPH30399_SCU-469388_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,36.04,,32.67,,,,17.58,,15.4,,,,16.85,,40.5,,6104be02f8892d9346eb466d
469390,CHICAGO CITY,CHPH30071_SCU-469390_Redlines-Node.pdf,XXXX,"42' 00' 44.26"" N (42.012295)","87º 41' 33.32"" W (-87.692589)",2444 W. TOUHY AVE.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104c539f8892d9346eb46c6
469395,CHICAGO CITY,CHPH30161_SCU_469395_Redlines-Node.pdf,XXXX,"41' 58' 47.17"" N (41.979769)","87 40' 46.57"" W (-87.679602)",5400 N. DAMEN AVE.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104b7faf8892d9346eb4623
469403,CHICAGO,CHPH30385_SCU-469403_Redlines-Node.pdf,COMED,41.938250,-87.754451,5104 W FLETCHER ST,XXXX,38.17,,38.58,,,,16.83,,14.65,,,,28.6,,,,6104aff8f8892d9346eb45b8
469405,CHICAGO,CHPH30393_SCU-469405_Redlines-Node.pdf,COMED,41.940136,-87.749854,4910 W MELROSE ST,XXXX,35.88,,34.29,,,,12.25,,10.06,,,,11.52,,40.5,,6104b171f8892d9346eb45cc
469409,CHICAGO,CH1424BA_71LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,41.973453,-87.677104,1918 W WINNEMAC AVE,XXXX,38.0,,38.29,,,,17.04,,14.77,,8.5,,16.31,,44.58,,6104ca2cf8892d9346eb4700
469410,CHICAGO/COOK COUNTY,CHPH30417_SCU-469410_Redline-Node.pdf,COMED,41.968994,-87.695816,4815 N WASHTENAW AVE,XXXX,42.58,,41.42,,,,17.58,,15.31,,,,16.85,,48.67,,6104ca68f8892d9346eb4703
469411,CHICAGO,CH1333BA_21LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,41.966598,-87.694225,2613 W LELAND AVE,XXXX,38.42,,37.88,,,,16.46,,14.19,,,,15.73,,44.92,,6104d364f8892d9346eb4777
469412,CHICAGO CITY,CH1333BA_31LAB_Elevation_As_Built.pdf,XXXX,"41' 58' 00.76"" N (41.966879)","87º 41' 15.43"" W (-87.687620)",4710 N. LINCOLN AVE.,XXXX,34.5,,,,,,23.5,,,,,,30.0,,,,6104d055f8892d9346eb4750
469413,CHICAGO,CH1424BA_81LAB_Elevation_As_Built.pdf,COMED,41.963169,-87.670045,1619 W SUNNYSIDE AVE,XXXX,36.17,,34.33,,,,18.0,,15.21,,8.17,,17.25,,40.58,,6104d44af8892d9346eb4783
469417,CHICAGO,CH1425BA_21LAB_Elevation_NAT_Reviewed_As_Built.pdf,COMED,41.966594,-87.676912,1913 W LELAND AVE,XXXX,47.38,,47.08,,,,11.58,,9.52,,,,10.85,,53.92,,6104d005f8892d9346eb474b
469419,CHICAGO,CH1333BA_61LAB_Elvation_NAT_Reviewed_As_Built.pdf,COMED,9999,9999,XXXX,XXXX,38.54,,38.5,,,,18.38,,16.1,,,,17.65,,45.25,,6104ba87f8892d9346eb4642
469420,CHICAGO,CHPH30450_SCU-469420_Redline-Node.pdf,COMED,41.958999,-87.691521,4255 N CAMPBELL AVE,XXXX,36.33,,34.0,,,,16.75,,14.48,,8.42,,16.02,,39.83,,6104c574f8892d9346eb46c9
469425,CHICAGO,CHPH30471_SCU-469425_Redline-Node.pdf,COMED,41.954613,-87.680658,2046 W IRVING PARK RD,XXXX,38.29,,38.04,,,,10.17,,12.1,,,,12.02,,44.67,,6104b52ef8892d9346eb45fe
469432,CHICAGO,CHPH30486_Elevation_NAT_Reviewed_As_Built.pdf,COMED,41.946394,-87.679562,3549 N SEELEY AVE,XXXX,38.0,,37.29,,,,15.75,,13.56,,,,15.02,,44.0,,6104beacf8892d9346eb4675
469445,CHICAGO,CHPH30573_SCU-469445_Redlines-Node.pdf,COMED,41.945977,-87.724508,3845 W ADDISON ST,XXXX,34.0,,33.79,,,,15.54,,13.06,,,,24.23,,,,6104c593f8892d9346eb46cb
469447,CHICAGO CITY,CHPH30575_SCU-469447_NAT_Reviewed_Redline-Node.pdf,XXXX,"41' 56' 46.95"" N (41.946374)","87º 43' 12.46"" W (-87.720127)",3705 W. ADDISON ST.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104c1f9f8892d9346eb469f
469448,CHICAGO,CH1408BA_11LAB_NAT_Redlined_As-Built.pdf,COMED,9999,9999,XXXX,XXXX,33.62,,,,,,12.33,,14.29,,,,14.19,,39.92,,6104d162f8892d9346eb475d
469450,CHICAGO,CHPH30163_469450_NAT_Reviewed_REDLINE-NODE.pdf,COMED,9999,9999,XXXX,XXXX,38.67,,33.75,,,,10.33,,12.19,,,,12.19,,45.17,,6104c641f8892d9346eb46d4
469459,CHICAGO,CHPH30578_SCU-469459_Redlines-Node.pdf,COMED,41.944172,-87.718178,3450 N AVONDALE AVE,XXXX,38.58,,,,,,16.0,,13.81,,,,29.02,,,,6104b3acf8892d9346eb45e7
469471,CHICAGO CITY,CHPH30259_SCU-469471_Redlines-Node.pdf,XXXX,"41' 57' 46.26"" N (41.962850)","87 42' 47.77"" W (-87.713269)",4477 N. KIMBALL AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104c040f8892d9346eb4689
469473,CHICAGO,CHPH30262_SCU-469473_Redline-Node_-_As_Built.pdf,COMED,41.959266,-87.698985,2819 W CULLOM AVE,XXXX,38.5,,38.79,,,,16.96,,14.69,,,,16.23,,45.0,,6104bd59f8892d9346eb4663
469477,CHICAGO,CHPH30461_SCU-469477_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,,,,,11.58,,13.52,,,,13.44,,40.5,,6104ae74f8892d9346eb45a7
469480,CHICAGO,CHPH30521_SCU-469480_Redlines-Node.pdf,COMED,41.948565,-87.698720,2816 W WAVELAND AVE,XXXX,33.75,,,,,,16.96,,14.77,,8.42,,16.23,,40.33,,6104b6eff8892d9346eb4616
469484,CHICAGO,CHPH30528_SCU-469484_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.96,,,,,,17.67,,14.73,,,,16.19,,40.25,,6104d85cf8892d9346eb47b2
469486,CHICAGO,CHPH30530_SCU-469486_Redline-Node.pdf,COMED,41.956824,-87.698912,4136 N CALIFORNIA AVE,XXXX,37.25,,37.54,,,,11.75,,9.52,,,,11.02,,43.75,,6104d3bef8892d9346eb477c
469487,CHICAGO,CH1504BA_61LAB_Elevation_As_Built-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,34.33,,,,13.19,,11.0,,,,24.44,,,,6104b5b2f8892d9346eb4605
469490,CHICAGO,CHPH30537_SCU-469490_Redlines-Node.pdf,COMED,"41' 57' 6.21"" (41.951725)","-87 42' 0.11"" (-87.700030)",3849 N FRANCISCO AVE,XXXX,35.83,,33.83,,,,10.42,,12.3,,,,12.27,,40.08,,6104d437f8892d9346eb4782
469491,CHICAGO,CHPH30538_SCU-469491_Redline-Node.pdf,COMED,41.952288,-87.702442,2938 W BYRON ST,XXXX,35.88,,34.33,,,,13.12,,10.83,,,,12.38,,40.5,,6104d016f8892d9346eb474d
469502,CHICAGO,CHPH30553_469502_REDLINE-NODE.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,34.29,,,,12.75,,10.56,,,,24.44,,,,6104c3f5f8892d9346eb46b7
469505,CHICAGO,CHPH30557_SCU-469505_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,35.33,,33.21,,,,15.88,,13.6,,,,15.15,,39.42,,6104b151f8892d9346eb45ca
469507,CHICAGO,CHPH30580_SCU-469507_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.0,,34.42,,30.0,,18.62,,16.42,,,,24.44,,,,6104d557f8892d9346eb4790
469508,CHICAGO,CHPH30582_Elevation_As_Built_NAT_Redline.pdf,COMED,41.942633,-87.722974,3609 W ROSCOE ST,XXXX,37.83,,37.25,,,,17.92,,15.73,,9.0,,28.27,,,,6104b602f8892d9346eb460a
469509,CHICAGO,CHPH30585_SCU-469509_Redline-Node.pdf,COMED,41.939645,-87.719567,3217 N LAWNDALE AVE,XXXX,37.5,,37.08,,,,18.5,,16.17,,,,27.6,,,,6104bb44f8892d9346eb464b
469511,CHICAGO,CHPH30587_SCU-469511_Redlines-Node.pdf,COMED,"41' 56' 32.44"" (41.942346)","-87 43' 00.67"" (-87.716852)",3558 W HENDERSON ST,XXXX,36.25,,33.5,,25.92,,11.75,,13.64,,7.67,,13.6,,40.5,,6104c5c6f8892d9346eb46cd
469519,CHICAGO,CHPH30603_469519_Elevation_As_Built.pdf,COMED,41.947530,-87.744789,3646 N KILPATRICK AVE,XXXX,36.42,,34.79,,,,18.42,,16.12,,,,17.69,,40.5,,6104af1ff8892d9346eb45af
469530,CHICAGO,CHPH30619_SCU-469530_Redlines-Node_-_NAT_Approved_as_built.pdf,COMED,9999,9999,XXXX,XXXX,33.58,,,,,,9.83,,11.79,,,,11.69,,39.58,,6104b0cbf8892d9346eb45c2
469533,CHICAGO CITY,CHPH30623_Elevation_Red_Lines-Node.pdf,XXXX,9999,9999,XXXX,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104b231f8892d9346eb45d4
469545,CHICAGO,CHPH30581_SCU-469545_NAT_Reviewed_Redline-Node.pdf,COMED,41.943006,-87.718145,3712 W ROSCOE ST,XXXX,34.0,,34.54,,,,16.5,,15.06,,9.0,,24.44,,,,6104cf9bf8892d9346eb4745
469546,CHICAGO,CH1408BA_51LAB_Elevation_As_Built_NAT_Redline.pdf,COMED,41.941138,-87.721708,3742 W SCHOOL ST,XXXX,34.0,,34.58,,,,17.42,,15.21,,,,24.44,,,,6104c3e2f8892d9346eb46b6
469557,CHICAGO,CHPH30295_SCU-469557_REDLINE-NODE.pdf,COMED,9999,9999,XXXX,XXXX,38.17,,38.5,,,,11.58,,13.52,,,,13.44,,44.75,,6104d27ff8892d9346eb476a
469563,CHICAGO,CHPH30304_SCU-469563_Redline-Node.pdf,COMED,9999,9999,XXXX,XXXX,29.17,,,,,,10.42,,12.35,,,,12.27,,35.67,,6104b44af8892d9346eb45f0
469572,CHICAGO,CHPH30316_SCU-469572_Redlines-Node_-_NAT_Approved_As_Built.pdf,COMED,9999,9999,XXXX,XXXX,36.25,,34.29,,,,9.75,,11.54,,,,11.6,,40.5,,6104d84bf8892d9346eb47b1
469574,CHICAGO,CHPH30321_SCU-469574_Redline-Node.pdf,COMED,41.965982,-87.763691,5440 W LELAND AVE,XXXX,38.83,,37.17,,,,11.58,,9.52,,,,10.85,,44.08,,6104d9e3f8892d9346eb47c6
469575,CHICAGO,CH1509BA_91LAB_Elevation_As_Built-Node.pdf,COMED,"41' 57' 42.54"" (41.961817)","-87 45' 22.31"" (-87.756198)",5134 W AGATITE AVE,XXXX,36.42,,34.58,,,,11.75,,13.64,,,,13.6,,40.67,,6104b5c2f8892d9346eb4606
469577,CHICAGO CITY,CHPH30324_SCU-469577_Redlines-Node.pdf,XXXX,"41' 57' 33.44"" N (41.959289)","87º 44' 51.43"" W (-87.747620)",4320 N. CICERO AVE.,XXXX,34.5,,,,,,23.5,,,,,,29.0,,,,6104b684f8892d9346eb4611
469578,CHICAGO CITY,CH1510BA_21LAB_Elevation_As_Built.pdf,XXXX,"41' 57' 21.82"" N (41.956062)","87' 44' 51.05"" W (-87.747513)",4118 N. CICERO AVE.,XXXX,34.5,,,,,,,,,,,,30.0,,,,6104c7adf8892d9346eb46e3
469584,CHICAGO/COOK COUNTY,CHPH30343_SCU-469584_Redlines-Node.pdf,COMED,41.951099,-87.750466,4916 W BERENICE AVE,XXXX,33.54,,,,,,12.38,,9.85,,,,11.38,,39.83,,6104ae98f8892d9346eb45a9
469586,CHICAGO CITY,CHPH30347_SCU-469586_Redlines-Node.pdf,XXXX,"41' 57' 12.26"" N (41.953406)","87 45' 24.46"" W (-87.756793)",4001 N. LARAMIE AVE.,XXXX,34.5,,,,,,23.5,,,,,,28.0,,,,6104c32bf8892d9346eb46ac
469587,CHICAGO/COOK COUNTY,CHPH30348_SCU-469587_Redlines-Conduit.pdf,COMED,41.951981,-87.751966,4954 W BYRON ST,XXXX,36.38,,34.29,,,,12.58,,10.29,,,,11.85,,40.5,,6104bab1f8892d9346eb4644
469589,CHICAGO,CHPH30351_SCU-469589_Redlines-Node.pdf,COMED,9999,9999,XXXX,XXXX,38.0,,37.83,,,,18.33,,15.38,,,,16.85,,44.5,,6104b6c6f8892d9346eb4614
469590,CHICAGO,CHPH30352_469590_Redlines-Node.pdf,COMED,41.951021,-87.757282,3884 N LARAMIE AVE,XXXX,35.33,,,,,,10.58,,12.52,,,,12.44,,40.5,,6104bb1cf8892d9346eb4649
469592,CHICAGO,CH2209BA_21LAB_Elevation_As_Built-Node.pdf,COMED,9999,9999,XXXX,XXXX,34.08,,,,,,18.0,,15.21,,,,17.25,,40.5,,6104c341f8892d9346eb46ad
469595,CHICAGO/COOK COUNTY,CH2209BA_51LAB_Elevation_As_Built-Node.pdf,COMED,9999,9999,XXXX,XXXX,36.25,,34.29,,,,12.25,,9.98,,,,11.52,,40.5,,6104cd26f8892d9346eb4725
469602,CHICAGO,CHPH30376_SCU-469602_Redlines-Node.pdf,COMED,41.943224,-87.767244,5614 W NEWPORT AVE,XXXX,39.17,,38.75,,,,14.83,,16.79,,,,16.69,,45.0,,6104cc57f8892d9346eb471b
469605,CHICAGO,CH2210BA_41LAB_Elevation_As_Built-Node.pdf,COMED,9999,9999,XXXX,XXXX,33.67,,,,,,16.0,,13.73,,,,15.27,,40.33,,6104c82cf8892d9346eb46e9
